Date,Price,Open,High,Low,Vol.,Change %
10/12/2023,0.057899,0.058511,0.058518,0.0574,524.59M,-1.05%
10/13/2023,0.058392,0.057885,0.058807,0.057792,636.13M,0.85%
10/14/2023,0.059846,0.05839,0.059978,0.058352,482.65M,2.49%
10/15/2023,0.059304,0.059846,0.059859,0.059019,387.94M,-0.91%
10/16/2023,0.060009,0.05931,0.061622,0.059256,1.22B,1.19%
10/17/2023,0.059034,0.060009,0.060164,0.058552,803.86M,-1.62%
10/18/2023,0.058581,0.059036,0.05927,0.058295,347.79M,-0.77%
10/19/2023,0.058878,0.058583,0.058896,0.057868,337.78M,0.51%
10/20/2023,0.059906,0.058878,0.060386,0.058637,485.43M,1.75%
10/21/2023,0.061203,0.059906,0.06143,0.059455,518.00M,2.16%
10/22/2023,0.061683,0.061203,0.061725,0.059906,516.33M,0.78%
10/23/2023,0.067445,0.061677,0.067817,0.061312,2.77B,9.34%
10/24/2023,0.066567,0.067443,0.069908,0.064818,3.09B,-1.30%
10/25/2023,0.06832,0.066569,0.069695,0.064908,2.60B,2.63%
10/26/2023,0.07185,0.068325,0.075095,0.067859,4.45B,5.17%
10/27/2023,0.067796,0.071849,0.072352,0.067369,2.06B,-5.64%
10/28/2023,0.069016,0.067795,0.069768,0.067519,890.07M,1.80%
10/29/2023,0.069358,0.069016,0.070165,0.067541,668.72M,0.50%
10/30/2023,0.069583,0.069358,0.070324,0.067998,1.23B,0.33%
10/31/2023,0.068279,0.069584,0.070814,0.066167,2.18B,-1.87%
11/1/2023,0.068957,0.068279,0.06961,0.065872,2.20B,0.99%
11/2/2023,0.067893,0.068958,0.070768,0.066749,2.22B,-1.54%
11/3/2023,0.068087,0.067893,0.068234,0.066375,1.08B,0.29%
11/4/2023,0.06909,0.068087,0.069266,0.06795,758.04M,1.47%
11/5/2023,0.071116,0.069085,0.07172,0.06887,1.79B,2.93%
